Year;Id;Waste_Type;Waste treatment plants;Input to waste treatment plants;Wastes generated in the own local unit;Waste delivered from the domestic territory;Waste delivered from abroad
2019;EAV-090108-U;Photographic film and paper free of silver;19;0.3;0.0;0.3;
2019;EAV-100101-U;Bottom ash, slag and boiler dust (ex. 100104);221;3872.8;3340.5;532.3;
2019;EAV-100102-U;Coal fly ash;47;596.8;39.2;557.6;
2019;EAV-100103-U;Fly ash from peat and untreated wood;50;42.6;;42.3;0.3
2019;EAV-100104-G;Oil fly ash and boiler dust;17;4.4;0.6;3.3;0.6
2019;EAV-100105-U;Calcium-b.react.wastes fr.flue-gas desulph.,solid;47;587.9;185.5;388.9;13.5
2019;EAV-100107-U;Calcium-b.react.wastes fr.flue-gas desulph.,sludge;17;24.5;0.2;24.3;
2019;EAV-100114-G;Bottom ash,slag,boiler dust from co-incineration;30;49.0;;45.5;3.6
2019;EAV-100115-U;Bottom ash,slag,boiler dust fr. co-inc.(ex.100114);48;975.9;19.4;953.1;3.3
2019;EAV-100116-G;Fly ash from co-incineration;20;25.8;0.0;25.5;0.3
2019;EAV-100117-U;Fly ash from co-incineration (except 100116);46;3259.2;222.2;3032.2;4.8
2019;EAV-100118-G;Wastes from gas cleaning cont. hazardous subst.;43;51.2;0.0;50.5;0.6
2019;EAV-100119-U;Wastes from gas cleaning (ex.100105,100107,100118);30;10.1;;7.9;2.2
2019;EAV-100120-G;Power stations: Sludges from on-site effl. treatm.;8;1.9;0.0;1.9;
2019;EAV-100121-U;Sludges from on-site effluent treatment(ex.100120);14;6.4;0.1;6.3;
2019;EAV-100122-G;Power stations: Aqueous sludges from boiler clean.;7;2.1;1.2;1.0;
2019;EAV-100123-U;Aqueous sludges from boiler cleansing (ex. 100122);3;0.2;;0.2;
2019;EAV-100124-U;Power stations: Sands from fluidised beds;5;5.8;;5.8;
2019;EAV-100125-U;Wastes fr. fuel storage, prep.coal-fired power pl.;5;3.1;;3.1;
2019;EAV-100201-U;Iron,steel: Wastes from the processing of slag;21;566.1;281.3;244.9;39.9
2019;EAV-100202-U;Iron,steel: Unprocessed slag;70;1477.0;660.1;813.8;3.2
2019;EAV-100207-G;Iron,steel: Solid wastes from gas treatment;50;521.5;0.3;343.1;178.1
2019;EAV-100208-U;Solid wastes from gas treatment (except 100207);36;326.7;96.8;229.9;
2019;EAV-100210-U;Iron,steel: Mill scales;43;350.2;88.5;248.6;13.1
2019;EAV-100211-G;Iron,steel: Wastes fr.cooling-water treat.cont.oil;5;5.7;;4.3;1.4
2019;EAV-100213-G;Iron,steel: Sludges, filter cakes from gas treatm.;14;135.1;60.9;70.4;3.8
2019;EAV-100214-U;Sludges, filter cakes from gas treatm. (ex.100213);8;148.5;134.7;7.1;6.6
2019;EAV-100215-U;Iron,steel: Other sludges and filter cakes;18;125.7;9.7;116.0;
2019;EAV-100299-U;Iron and steel industry: Wastes n.o.s.;9;13.6;0.4;7.6;5.6
2019;EAV-100302-U;Aluminium: Anode scraps;3;28.8;;0.1;28.8
2019;EAV-100305-U;Aluminium: Waste alumina;8;5.6;;4.2;1.3
2019;EAV-100308-G;Aluminium: Salt slags from secondary production;5;406.5;24.5;293.0;89.0
2019;EAV-100315-G;Aluminium: Skimmings that are flammable etc.;6;49.3;26.5;15.7;7.1
2019;EAV-100316-U;Skimmings (except 100315);8;159.3;;99.5;59.7
2019;EAV-100317-G;Aluminium: Tar-containing wastes from anode manuf.;6;0.4;;0.4;
2019;EAV-100319-G;Aluminium: Flue-gas dust cont. hazardous subst.;11;4.6;;3.1;1.5
2019;EAV-100320-U;Flue-gas dust (except 100319);4;1.5;;1.5;
2019;EAV-100321-G;Aluminium: Other particulates and dust;9;2.6;0.3;2.3;
2019;EAV-100322-U;Other particulates and dust (except 100321);3;1.7;0.0;1.7;
2019;EAV-100323-G;Aluminium: Solid wastes from gas treatment;15;19.5;;19.5;
2019;EAV-100324-U;Solid wastes from gas treatment (except 100323);3;1.2;;1.2;
2019;EAV-100399-U;Aluminium thermal metallurgy: Wastes n.o.s.;5;10.1;9.7;0.5;
2019;EAV-100401-G;Lead: Slags from primary and secondary production;18;188.7;12.8;175.3;0.6
2019;EAV-100402-G;Lead: Dross, skimmings from primary,secon. prod.;12;10.3;0.6;8.0;1.6
2019;EAV-100404-G;Lead: Flue-gas dust;3;0.3;0.2;0.1;
2019;EAV-100405-G;Lead: Other particulates and dust;5;7.7;;7.5;0.2
2019;EAV-100406-G;Lead: Solid wastes from gas treatment;4;0.9;0.6;0.3;
2019;EAV-100501-U;Zinc: Slags from primary and secondary production;11;218.3;47.0;171.3;
2019;EAV-100503-G;Zinc: Flue-gas dust;5;0.9;;0.9;
2019;EAV-100504-U;Zinc: Other particulates and dust;7;0.6;;0.5;0.1
2019;EAV-100505-G;Zinc: Solid waste from gas treatment;3;0.4;;0.2;0.1
2019;EAV-100511-U;Dross and skimmings (except 100510);3;0.1;;0.1;0.0
2019;EAV-100601-U;Copper: Slags from primary a. secondary production;12;73.7;13.7;35.9;24.1
2019;EAV-100602-U;Copper: Dross, skimmings from primary,secon. prod.;4;19.2;0.2;8.8;10.3
2019;EAV-100603-G;Copper: Flue-gas dust;4;2.8;;1.1;1.7
2019;EAV-100604-U;Copper: Other particulates and dust;4;4.4;;4.0;0.3
2019;EAV-100606-G;Copper: Solid wastes from gas treatment;3;3.1;;2.8;0.3
2019;EAV-100701-U;Silver etc: Slags from primary a. secondary prod.;4;3.5;;0.5;2.9
2019;EAV-100702-U;Silver etc: Dross,skimmings fr. prim.,secon. prod.;4;0.2;;0.1;0.1
2019;EAV-100704-U;Silver etc: Other particulates and dust;10;1.5;0.0;0.4;1.1
2019;EAV-100799-U;Silver,gold,platinum thermal metall.:Wastes n.o.s.;10;2.0;0.1;0.2;1.7
2019;EAV-100804-U;Non-ferrous: Particulates and dust;10;1.3;0.4;0.8;0.0
2019;EAV-100808-G;Non-ferrous: Salt slag from primary, second. prod.;4;0.3;;0.1;0.2
2019;EAV-100809-U;Non-ferrous: Other slags;9;25.2;0.0;25.2;0.0
2019;EAV-100810-G;Non-ferrous: Dross, skimmings that are flammable;4;0.3;;0.2;0.0
2019;EAV-100811-U;Dross and skimmings (exept 100810);6;4.3;;3.2;1.1
2019;EAV-100815-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;18;5.2;0.0;5.0;0.2
2019;EAV-100816-U;Flue-gas dust (except 100815);10;0.7;0.5;0.2;0.0
2019;EAV-100903-U;Ferrous: Furnace slag;89;187.8;10.4;175.9;1.5
2019;EAV-100905-G;Ferrous: Casting cores,moulds, not undergone pour.;3;0.1;0.0;0.0;
2019;EAV-100906-U;Casting cores,moulds,not underg.pour. (ex.100905);51;117.1;6.1;110.9;
2019;EAV-100907-G;Ferrous: Casting cores, moulds, undergone pouring;10;1.1;;1.1;
2019;EAV-100908-U;Casting cores,moulds,undergone pouring (ex.100907);176;1660.0;153.5;1504.7;1.8
2019;EAV-100909-G;Ferrous: Flue-gas dust cont. hazardous substances;29;8.1;0.0;8.1;
2019;EAV-100910-U;Flue-gas dust (except 100909);52;69.9;4.5;65.4;
2019;EAV-100999-U;Casting of ferrous pieces: Wastes n.o.s.;4;1.2;0.6;0.5;0.1
2019;EAV-101003-U;Non-ferrous: Furnace slag;8;19.3;;17.6;1.7
2019;EAV-101006-U;Casting cores,moulds,not underg.pour. (ex.101005);13;5.1;;5.1;
2019;EAV-101007-G;Non-ferrous: Casting cores,moulds,undergone pour.;7;3.5;;2.6;1.0
2019;EAV-101008-U;Casting cores,moulds,undergone pouring (ex.101007);86;200.8;14.8;185.7;0.3
2019;EAV-101009-G;Non-ferrous: Flue-gas dust cont. hazardous subst.;10;5.3;;5.0;0.4
2019;EAV-101010-U;Flue-gas dust (except 101009);15;1.7;0.0;1.7;
2019;EAV-101011-G;Non-ferrous: Other particulates cont. haza. subst.;3;1.9;;0.0;1.9
2019;EAV-101012-U;Other particulates (except 101011);3;0.0;;0.0;0.0
2019;EAV-101099-U;Casting of non-ferrous pieces: Wastes n.o.s.;5;1.0;;0.7;0.4
2019;EAV-101103-U;Waste glass-based fibrous materials;34;42.8;25.7;16.9;0.3
2019;EAV-101105-U;Manufacture of glass: Particulates and dust;10;3.8;2.1;1.7;
2019;EAV-101109-G;Waste preparation mixture before thermal process.;7;0.5;0.0;0.5;
2019;EAV-101110-U;Waste prep.mixture bef.thermal process.(ex.101109);9;3.8;;3.8;
2019;EAV-101111-G;Waste glass in small particles cont. heavy metals;10;6.6;;6.6;
2019;EAV-101112-U;Waste glass (except 101111);53;345.5;125.1;196.2;24.1
2019;EAV-101113-G;Glass-polishing, -grinding sludge;12;1.7;;1.7;
2019;EAV-101114-U;Glass-polishing, -grinding sludge (except 101113);42;5.0;;4.9;0.1
2019;EAV-101115-G;Manuf. of glass: Solid wastes from flue-gas treat.;14;3.4;0.0;3.4;0.0
2019;EAV-101116-U;Solid wastes from flue-gas treatment (ex. 101115);7;4.9;;4.9;0.0
2019;EAV-101119-G;Manuf. of glass: Sol.wastes fr.on-site effl.treat.;9;1.2;;1.2;
2019;EAV-101120-U;Solid wastes from on-site effl. treatm.(ex.101119);8;0.7;;0.7;
2019;EAV-101201-U;Ceramic goods: Waste prep.mixture bef.thermal pro.;25;32.6;11.8;20.8;
2019;EAV-101203-U;Ceramic goods: Particulates and dust;27;11.7;;10.1;1.7
2019;EAV-101206-U;Ceramic goods: Discarded moulds;12;4.2;;4.2;
2019;EAV-101208-U;Waste ceramics, bricks, tiles, constr. Products;39;30.4;4.6;25.3;0.6
2019;EAV-101209-G;Ceramic goods: Solid wastes from gas treatment;10;4.2;;4.2;
2019;EAV-101210-U;Solid wastes from gas treatment (except 101209);27;6.6;;6.6;
2019;EAV-101211-G;Ceramic goods: Wastes from glazing cont.heavy met.;6;0.2;;0.2;
2019;EAV-101213-U;Ceramic goods: Sludge from on-site effl. treatment;16;20.9;1.2;19.7;
2019;EAV-101299-U;Ceramic goods, bricks, tiles: Wastes n.o.s.;6;1.6;;1.6;
2019;EAV-101301-U;Cement etc: Waste prep. mixture bef. thermal proc.;3;8.0;2.8;5.2;
2019;EAV-101304-U;Wastes from calcination and hydration of lime;20;44.4;41.8;2.6;
2019;EAV-101306-U;Cement etc: Particulates, dust (ex. 101312,101313);38;31.9;1.7;30.2;
2019;EAV-101311-U;Wastes fr.cement-based comp.mat.(ex.101309,101310);26;28.6;4.4;24.2;
2019;EAV-101312-G;Cement etc: Solid wastes from gas treatment;8;1.0;;1.0;
2019;EAV-101313-U;Solid wastes from gas treatment (except 101312);3;9.9;0.1;9.8;
2019;EAV-101314-U;Waste concrete and concrete sludge;54;29.9;2.2;27.7;
2019;EAV-101399-U;Cement, lime and plaster: Wastes n.o.s.;6;5.1;;5.1;
2019;EAV-101401-G;Crematoria: Waste from gas cleaning cont. mercury;11;0.4;;0.3;0.1
2019;EAV-110105-G;Surface treatment: Pickling acids;72;179.9;6.0;128.5;45.4
2019;EAV-110106-G;Surface treatment: Acids n.o.s.;45;11.1;5.1;5.8;0.2
2019;EAV-110107-G;Surface treatment: Pickling bases;70;88.6;4.1;72.3;12.2
2019;EAV-110108-G;Surface treatment: Phosphatising sludges;50;7.7;0.3;7.4;0.0
2019;EAV-110109-G;Surface treatment: Sludges, filter cakes;97;316.7;226.0;78.1;12.5
2019;EAV-110110-U;Sludges and filter cakes (except 110109);78;91.9;46.2;44.3;1.5
2019;EAV-110111-G;Surface treatment: Aqueous rinsing liquids;83;246.7;166.0;77.0;3.7
2019;EAV-110112-U;Aqueous rinsing liquids (except 110111);46;84.6;54.3;30.3;
2019;EAV-110113-G;Surface treatment: Degreasing wastes;44;17.8;0.0;17.7;0.1
2019;EAV-110114-U;Degreasing wastes (except 110113);16;0.7;0.0;0.7;
2019;EAV-110115-G;Surface treatment: Eluate,sludges fr.membrane sys.;3;1.1;0.4;0.7;
2019;EAV-110116-G;Surface treatment: Saturated,spent ion exch.resins;13;0.2;0.0;0.2;
2019;EAV-110198-G;Surface treatment: Other wastes cont. haza. subst.;52;17.1;0.4;15.4;1.2
2019;EAV-110199-U;Surface treatment: Wastes n.o.s.;15;0.1;0.0;0.1;0.0
2019;EAV-110202-G;Sludges from zinchydrometallurgy;7;193.0;188.3;1.7;3.1
2019;EAV-110203-U;Wastes from the production of anodes;4;0.1;;0.0;0.1
2019;EAV-110206-U;Wastes from copper hydromet. Processes (ex.110205);4;0.7;;0.2;0.5
2019;EAV-110207-G;Non-ferrous hydromet. processes: Other wastes;8;23.7;;23.6;0.1
2019;EAV-110299-U;Non-ferrous hydromet. processes: Wastes n.o.s.;7;18.5;;18.5;
2019;EAV-110301-G;Sludges,solids fr.temp.proc.: Wastes cont. cyanide;9;0.6;0.0;0.4;0.2
2019;EAV-110302-G;Sludges,solids from tempering proc.: Other wastes;11;1.6;0.0;1.1;0.5
2019;EAV-110501-U;Hot galvanising processes: Hard zinc;4;1.3;;1.1;0.2
2019;EAV-110502-U;Hot galvanising processes: Zincash;3;15.3;;7.1;8.2
2019;EAV-110503-G;Hot galvan. proc.: Solid wastes from gas treatment;7;0.4;;0.4;
2019;EAV-110504-G;Hot galvanising processes: Spent flux;4;0.1;;0.1;
2019;EAV-120101-U;Ferrous metal filings and turnings;127;647.7;0.8;629.2;17.7
2019;EAV-120102-U;Ferrous metal dust and particles;186;1292.6;0.9;1253.5;38.2
2019;EAV-120103-U;Non-ferrous metal filings and turnings;114;166.0;0.6;138.8;26.6
2019;EAV-120104-U;Non-ferrous metal dust and particles;97;109.9;6.1;92.0;11.8
2019;EAV-120105-U;Plastics shavings and turnings;96;38.5;;37.2;1.3
2019;EAV-120106-G;Mineral-based machining oils containing halogens;11;0.2;;0.3;0.0
2019;EAV-120107-G;Mineral-based machining oils free of halogens;37;73.0;0.1;72.8;0.1
2019;EAV-120108-G;Machining emulsions, solutions containing halogens;14;1.6;;1.6;
2019;EAV-120109-G;Machining emulsions, solutions free of halogens;115;602.9;71.1;530.0;1.9
2019;EAV-120110-G;Synthetic machining oils;12;0.4;;0.4;
2019;EAV-120112-G;Spent waxes and fats;48;5.5;0.3;4.9;0.3
2019;EAV-120113-U;Welding wastes;43;10.1;0.0;10.1;
2019;EAV-120114-G;Machining sludges containing hazardous substances;60;17.4;1.2;15.4;0.8
2019;EAV-120115-U;Machining sludges (except 120114);69;11.0;0.0;9.8;1.2
2019;EAV-120116-G;Waste blasting material cont. hazardous substances;108;24.7;0.1;22.9;1.8
2019;EAV-120117-U;Waste blasting material (except 120116);261;125.2;7.6;114.9;2.7
2019;EAV-120118-G;Metal sludge (grinding,honing,lapping sl.)cont.oil;57;50.8;0.1;49.8;0.9
2019;EAV-120120-G;Spent grinding bodies and grinding materials;40;5.6;0.0;5.6;
2019;EAV-120121-U;Spent grinding bodies, grind. materials(ex.120120);89;10.2;0.1;10.0;0.1
2019;EAV-120199-U;Surface treatment of metals,plastics:Wastes n.o.s.;41;13.3;0.0;13.2;0.2
2019;EAV-120301-G;Aqueous washing liquids;59;37.2;5.2;31.8;0.2
2019;EAV-120302-G;Steam degreasing wastes;6;0.3;;0.3;
2019;EAV-130101-G;Hydraulic oils, containing PCBs;5;0.1;;0.1;0.0
2019;EAV-130105-G;Hydraulic oils: Non-chlorinated emulsions;21;7.3;0.0;7.2;
2019;EAV-130110-G;Mineral based non-chlorinated hydraulic oils;17;1.0;0.0;0.9;0.2
2019;EAV-130111-G;Synthetic hydraulic oils;3;0.0;;0.0;
2019;EAV-130113-G;Other hydraulic oils;8;0.1;0.0;0.1;
2019;EAV-130204-G;Mineral-based chlorinated engine, gear, lubr. oils;34;1.0;0.1;1.0;0.0
2019;EAV-130205-G;Mineral-based non-chlor. engine, gear, lubr. oils;89;450.9;4.3;337.8;108.8
2019;EAV-130206-G;Synthetic engine, gear and lubricating oils;10;0.4;0.0;0.3;
2019;EAV-130208-G;Other engine, gear and lubricating oils;29;61.9;0.1;26.8;35.1
2019;EAV-130301-G;Insulating or heat transmission oils cont. PCBs;22;1.4;0.2;0.9;0.3
2019;EAV-130307-G;Mineral-based non-chlor. insul., heat transm. oils;29;12.4;0.1;9.8;2.4
2019;EAV-130308-G;Synthetic insulating and heat transmission oils;14;0.3;0.0;0.3;
2019;EAV-130310-G;Other insulating and heat transmission oils;7;0.6;0.0;0.6;
2019;EAV-130401-G;Bilge oils from inland navigation;7;5.2;;5.2;
2019;EAV-130403-G;Bilge oils from other navigation;9;107.2;;107.2;
2019;EAV-130501-G;Solids from grit chambers and oil/water separators;74;55.5;19.9;35.6;
2019;EAV-130502-G;Sludges from oil/water separators;120;142.1;11.5;129.5;1.0
2019;EAV-130503-G;Interceptor sludges;95;88.3;4.2;82.9;1.2
2019;EAV-130506-G;Oil from oil/water separators;13;6.7;1.0;5.7;
2019;EAV-130507-G;Oily water from oil/water separators;73;38.3;12.7;25.6;0.0
2019;EAV-130508-G;Mixtures of wastes fr.grit chambers,oil/water sep.;100;164.5;1.3;162.5;0.7
2019;EAV-130701-G;Fuel oil and diesel;43;13.7;0.0;13.7;
2019;EAV-130702-G;Petrol;14;0.9;;0.9;
2019;EAV-130703-G;Other fuels (including mixtures);44;19.2;4.1;14.4;0.7
2019;EAV-130802-G;Oil wastes: Other emulsions;63;38.8;14.3;24.0;0.5
2019;EAV-130899-G;Oil wastes: Wastes n.o.s.;53;26.0;0.0;26.0;
2019;EAV-140601-G;Chlorofluorocarbons, HCFC, HFC;15;2.1;0.0;1.7;0.4
2019;EAV-140602-G;Other halogenated solvents and solvent mixtures;36;6.6;0.0;4.3;2.3
2019;EAV-140603-G;Other solvents and solvent mixtures;78;80.9;2.2;67.8;10.9
2019;EAV-140604-G;Sludges or solid wastes cont. halogenated solvents;12;2.6;1.8;0.6;0.3
2019;EAV-140605-G;Sludges or solid wastes containing other solvents;22;3.7;0.0;3.6;0.1
2019;EAV-150101-U;Paper and cardboard packaging;558;3163.9;3.1;3143.2;17.7
2019;EAV-150102-U;Plastic packaging;611;1009.0;8.8;898.3;101.9
2019;EAV-150103-U;Wooden packaging;422;726.5;4.1;718.6;3.8
2019;EAV-150104-U;Metallic packaging;134;38.4;0.0;32.9;5.5
2019;EAV-150105-U;Composite packaging;79;50.4;0.3;45.5;4.6
2019;EAV-15010600-U;Mixed packaging undifferentiated;543;2232.0;10.8;2205.7;15.5
2019;EAV-15010601-U;Lightweight packaging (LWP);70;2014.0;0.0;1938.7;75.3
2019;EAV-15010602-U;Mixed recyclables with lightweight packaging;28;273.1;;273.1;
2019;EAV-150107-U;Glass packaging;132;2631.7;1.9;2405.2;224.7
2019;EAV-150109-U;Textile packaging;7;0.4;;0.4;
2019;EAV-150110-G;Packaging cont.residues of or contam.by haza.subs.;123;44.6;2.7;37.8;4.1
2019;EAV-150111-G;Metallic packaging cont. haza. solid porous matrix;5;2.7;;1.1;1.6
2019;EAV-150202-G;Absorbents, filter materials, wiping cloths etc.;156;160.2;4.7;150.3;5.2
2019;EAV-150203-U;Absorbents,filter materials,wip.cloths (ex.150202);190;38.2;0.7;35.9;1.5
2019;EAV-160103-U;End-of-life tyres;206;684.9;0.2;615.9;68.8
2019;EAV-160104-G;End-of-life vehicles;1102;505.5;0.0;501.8;3.7
2019;EAV-160106-U;End-of-life vehicles,cont. no liquids,hazard.comp.;73;342.2;16.3;317.8;8.1
2019;EAV-160107-G;End-of-life vehicles: Oil filters;25;5.1;0.0;5.0;0.0
2019;EAV-160110-G;End-of-life vehicles: Explosive components;5;3.5;;3.4;0.1
2019;EAV-160111-G;End-of-life vehicles: Brake pads cont. asbestos;3;0.0;;0.0;0.0
2019;EAV-160112-U;Brake pads (except 160111);4;3.7;;3.7;0.0
2019;EAV-160113-G;End-of-life vehicles: Brake fluids;37;10.6;;9.1;1.5
2019;EAV-160114-G;End-of-life vehicles: Antifreeze fluids;41;17.1;0.0;14.7;2.4
2019;EAV-160115-U;Antifreeze fluids (except 160114);13;1.0;;1.0;
2019;EAV-160117-U;End-of-life vehicles: Ferrous metal;84;276.4;0.9;259.3;16.3
2019;EAV-160118-U;End-of-life vehicles: Non-ferrous metal;79;95.9;0.1;87.7;8.1
2019;EAV-160119-U;End-of-life vehicles: Plastic;70;13.7;0.2;11.4;2.1
2019;EAV-160120-U;End-of-life vehicles: Glass;36;59.6;;43.8;15.8
2019;EAV-16012100-G;Hazardous components (ex.160107-11,160113-14);14;2.3;0.0;2.2;0.0
2019;EAV-16012101-G;Hazardous metallic comp. (ex.160107-11,160113-14);3;1.1;0.2;0.9;
2019;EAV-16012200-U;Components undifferentiated;12;2.6;;1.9;0.8
2019;EAV-160199-U;End-of-life vehicles: Wastes n.o.s.;5;0.0;;0.0;
2019;EAV-160209-G;Transformers and capacitors containing PCBs;40;1.1;0.0;0.9;0.2
2019;EAV-160210-G;Discarded equip.cont. or contam.by PCBs(ex.160209);5;0.6;;0.6;
2019;EAV-160211-G;Discarded equip.cont. chlorofluorocarbons,HCFC,HFC;53;23.6;0.0;23.5;0.1
2019;EAV-160212-G;Discarded equipment containing free asbestos;29;8.2;;8.2;
2019;EAV-160213-G;Discarded equip.cont.hazardous comp.(ex.160209-12);178;120.1;0.3;108.0;11.8
2019;EAV-160214-U;Discarded equipment (except 160209-160213);239;308.8;87.8;202.9;18.2
2019;EAV-16021500-G;Hazardous components removed from discarded equip.;43;9.2;0.0;8.9;0.3
2019;EAV-16021600-U;Components removed fr. discarded equip.(ex.160215);150;103.7;0.0;67.2;36.5
2019;EAV-16021601-U;External electrical wiring (including cables);6;0.3;;0.2;0.1
2019;EAV-160303-G;Off-specif. batches: Inorganic wastes;45;7.4;0.1;6.6;0.7
2019;EAV-160304-U;Inorganic wastes (except 160303);64;15.9;0.0;14.3;1.6
2019;EAV-160305-G;Off-specif. batches: Organic wastes;34;16.0;1.6;11.6;2.9
2019;EAV-160306-U;Organic wastes (except 160305);60;14.5;0.4;14.1;0.0
2019;EAV-160401-G;Waste ammunition;5;0.7;0.2;0.5;
2019;EAV-160403-G;Other waste explosives;8;1.2;0.1;0.4;0.7
2019;EAV-160504-G;Gases in pressure containers (including halons);45;7.1;0.0;6.0;1.1
2019;EAV-160505-U;Gases in pressure containers (except 160504);6;3.2;;3.1;0.1
2019;EAV-160506-G;Laboratory chemicals consisting of hazardous subs.;39;6.6;0.9;3.5;2.2
2019;EAV-160507-G;Discarded inorganic chemicals cons. of haza. subs.;61;4.9;0.1;4.1;0.7
2019;EAV-160508-G;Discarded organic chemicals cons. of haza. subs.;50;6.3;0.7;4.9;0.7
2019;EAV-160509-U;Discarded chemicals (except 160506,160507,160508);29;5.7;0.2;2.9;2.7
2019;EAV-160601-G;Lead batteries;107;280.1;0.0;228.2;51.9
2019;EAV-160602-G;Ni-Cd batteries;16;2.2;;1.2;1.0
2019;EAV-160603-G;Mercury-containing batteries;6;0.3;0.0;0.3;0.1
2019;EAV-160604-U;Alkaline batteries (except 160603);15;6.4;2.3;2.5;1.7
2019;EAV-160605-U;Other batteries and accumulators;34;11.3;0.1;7.5;3.8
2019;EAV-160606-G;Separately coll. electrolyte from batteries,accum.;13;5.1;;5.1;
2019;EAV-160708-G;Tanks,barrels: Wastes containing oil;118;89.3;3.9;85.5;
2019;EAV-160709-G;Tanks,barrels: Wastes cont. other hazardous subst.;65;33.9;9.3;24.6;0.0
2019;EAV-160799-U;Tanks,barrels: Wastes n.o.s.;15;5.2;3.4;1.8;
2019;EAV-160801-U;Spent catalysts containing gold etc. (ex. 160807);27;9.6;0.0;2.6;6.9
2019;EAV-160802-G;Spent catalysts cont. hazardous transition metals;30;22.1;0.7;9.8;11.7
2019;EAV-160803-U;Spent catalysts cont. transition metals;24;6.6;0.0;1.5;5.0
2019;EAV-160804-U;Spent fluid catalytic cracking cataly. (ex.160807);6;16.6;;3.1;13.5
2019;EAV-160806-G;Spent liquids used as catalysts;7;0.2;0.0;0.2;
2019;EAV-160807-G;Spent catalysts contaminated with haza. substances;49;11.3;0.6;6.6;4.1
2019;EAV-160903-G;Peroxides, for example hydrogen peroxide;11;0.1;0.0;0.1;0.0
2019;EAV-160904-G;Oxidising substances, n.o.s.;9;0.2;;0.1;0.1
2019;EAV-161001-G;Aqueous liquid wastes cont. hazardous substances;81;144.8;1.4;133.8;9.6
2019;EAV-161002-U;Aqueous liquid wastes (except 161001);93;185.2;0.0;185.2;0.0
2019;EAV-161003-G;Aqueous concentrates cont. hazardous substances;21;7.6;0.0;7.3;0.3
2019;EAV-161004-U;Aqueous concentrates (except 161003);13;2.7;0.0;2.7;
2019;EAV-161101-G;Carbon-based linings,refractories fr.metall. proc.;14;12.8;;11.0;1.7
2019;EAV-161102-U;Carbon-based linings,refr.fr.met.proc. (ex.161101);20;2.0;;1.3;0.7
2019;EAV-161103-G;Other linings,refractories from metall. processes;38;51.5;;51.4;0.1
2019;EAV-161104-U;Other linings,refrac. fr. metall.proc. (ex.161103);147;488.6;103.5;373.5;11.6
2019;EAV-161105-G;Linings, refractories from non-metall. processes;47;20.1;2.1;17.5;0.5
2019;EAV-161106-U;Linings,refrac. fr.non-metall.processes(ex.161105);95;43.6;4.0;35.1;4.5
2019;EAV-170101-U;Concrete;2581;24514.9;72.9;24440.0;2.0
